,12/31/2008,1/30/2009,2/27/2009,3/31/2009,4/30/2009,5/29/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/30/2009,11/30/2009,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/28/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/28/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/29/2018,4/30/2018,5/31/2018,6/29/2018,7/31/2018,8/31/2018,9/28/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/29/2019,4/30/2019
VERU.O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VET.N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFC.N,2.621080003,2.621080003,2.621080003,2.386859818,2.386859818,2.386859818,2.337865377,2.337865377,2.337865377,2.161335649,2.161335649,2.161335649,2.406550349,2.406550349,2.406550349,2.505096132,2.505096132,2.505096132,2.328458327,2.328458327,2.328458327,2.506081734,2.506081734,2.506081734,2.547204759,2.547204759,2.547204759,2.845193983,2.845193983,2.845193983,3.00410883,3.00410883,3.00410883,1.479563636,1.479563636,1.479563636,1.479563636,1.913495059,1.913495059,1.913495059,1.766159574,1.766159574,1.766159574,1.888990571,1.888990571,1.888990571,1.641649992,1.641649992,1.991432342,1.991432342,1.991432342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFC_V.N,2.621080003,2.621080003,2.621080003,2.386859818,2.386859818,2.386859818,2.337865377,2.337865377,2.337865377,2.161335649,2.161335649,2.161335649,2.406550349,2.406550349,2.406550349,2.505096132,2.505096132,2.505096132,2.328458327,2.328458327,2.328458327,2.506081734,2.506081734,2.506081734,2.547204759,2.547204759,2.547204759,2.845193983,2.845193983,2.845193983,3.00410883,3.00410883,3.00410883,1.479563636,1.479563636,1.479563636,1.479563636,1.913495059,1.913495059,1.913495059,1.766159574,1.766159574,1.766159574,1.888990571,1.888990571,1.888990571,1.641649992,1.641649992,1.991432342,1.991432342,1.991432342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFF.O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VG.N,0.672847491,0.672847491,0.672847491,0.703489643,0.703489643,0.703489643,0.787706908,0.787706908,0.787706908,0.85106145,0.85106145,0.85106145,0.799476383,0.799476383,0.799476383,0.80523047,0.80523047,0.80523047,0.97752026,0.97752026,0.97752026,0.999687518,0.999687518,0.999687518,0.646772553,0.646772553,0.646772553,0.759886936,0.759886936,0.759886936,0.626368995,0.626368995,0.626368995,0.470853117,0.470853117,0.470853117,0.470853117,0.608767778,0.608767778,0.608767778,0.652822602,0.652822602,0.652822602,0.791770937,0.791770937,0.791770937,0.848229274,0.848229274,0.813798862,0.813798862,0.813798862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGR.N,1.199636006,1.199636006,1.199636006,1.154532969,1.154532969,1.154532969,1.651626149,1.651626149,1.651626149,2.631939144,2.631939144,2.631939144,2.611993987,2.611993987,2.611993987,2.419784883,2.419784883,2.419784883,2.466391503,2.466391503,2.466391503,2.085986993,2.085986993,2.085986993,2.321851088,2.321851088,2.321851088,2.339019306,2.339019306,2.339019306,1.838575795,1.838575795,1.838575795,1.823239336,1.823239336,1.823239336,1.823239336,1.617208866,1.617208866,1.617208866,1.457903361,1.457903361,1.457903361,2.240292257,2.240292257,2.240292257,2.189969441,2.189969441,3.274540247,3.274540247,3.274540247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGZ.A,27.41220423,27.41220423,27.41220423,13.25253165,13.25253165,13.25253165,34.34046693,34.34046693,34.34046693,23.13175231,23.13175231,23.13175231,32.73974082,32.73974082,32.73974082,0.991409505,0.991409505,0.991409505,0.835835656,0.835835656,0.835835656,0.63715847,0.63715847,0.63715847,1.730613073,1.730613073,1.730613073,11.73461538,11.73461538,11.73461538,19.45298673,19.45298673,19.45298673,11.94030465,11.94030465,11.94030465,11.94030465,6.258144586,6.258144586,6.258144586,5.621887287,5.621887287,5.621887287,3.374458153,3.374458153,3.374458153,66.49411135,66.49411135,2.941068614,2.941068614,2.941068614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHC.A,0.378334209,0.378334209,0.378334209,0.796200425,0.796200425,0.796200425,0.14840016,0.14840016,0.14840016,0.369490885,0.369490885,0.369490885,0.456410597,0.456410597,0.456410597,0.361386795,0.361386795,0.361386795,1.805649839,1.805649839,1.805649839,1.841741948,1.841741948,1.841741948,3.59318376,3.59318376,3.59318376,4.774501526,4.774501526,4.774501526,4.149126761,4.149126761,4.149126761,20.16715543,20.16715543,20.16715543,20.16715543,11.71648836,11.71648836,11.71648836,8.47005571,8.47005571,8.47005571,6.333911614,6.333911614,6.333911614,10.60308219,10.60308219,8.309268557,8.309268557,8.309268557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHI.N,2.367097213,2.367097213,2.367097213,1.920905707,1.920905707,1.920905707,1.606166959,1.606166959,1.606166959,1.730444263,1.730444263,1.730444263,2.16644385,2.16644385,2.16644385,2.197594502,2.197594502,2.197594502,2.252023547,2.252023547,2.252023547,2.34243622,2.34243622,2.34243622,3.013403073,3.013403073,3.013403073,2.870595203,2.870595203,2.870595203,2.885332505,2.885332505,2.885332505,2.450995406,2.450995406,2.450995406,2.450995406,2.271896054,2.271896054,2.271896054,2.896207585,2.896207585,2.896207585,2.626533583,2.626533583,2.626533583,2.9001778,2.9001778,3.421329987,3.421329987,3.421329987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
