ANFI.N,3020
ANGI.O,4510
ANGO.O,3510
ANH.A,4020
ANH.N,4020
ANH_A.N,4020
ANH_B.N,4020
ANH_C.N,4020
ANIK.O,3510
ANIP.O,3520
ANIX.O,3520
ANLY.O,0
ANN.N,2550
ANNB.O,0
ANR.N,1010
ANSS.O,4510
ANTH.O,3520
ANTM.N,3510
ANTP.O,0
ANV.A,1510
ANW.N,2030
ANX.A,0
ANY.O,4510
AOBC.O,2520
AOL.N,4510
AON.N,4030
AOS.N,2010
AOSL.O,4530
AP.N,2010
APA.N,1010
APAGF.O,1010
APAM.N,4020
APC.N,1010
APD.N,1510
APDN.O,4520
APEI.O,2530
APEN.O,3510
APFC.O,0
APFH.N,3020
APH.N,4520
APHA.N,3520
API.A,4520
APIC.O,4510
APKT.O,0
APL.N,1010
APLE.N,6010
APLP.O,1010
APLS.O,3520
APLT.O,3520
APM.O,3520
APO.N,4020
APO_A.N,4020
APO_B.N,4020
APOG.O,2010
APOL.O,2530
APOP.O,3520
APP.A,2520
APPF.O,4510
APPN.O,4510
APPS.O,4510
APRN.N,3010
APT.A,2010
APTI.O,4510
APTO.O,3520
APTS.A,6010
APTS.N,6010
APTV.N,2510
APTV_V.N,2510
APTX.O,3520
APU.N,5510
APVO.O,3520
APWC.O,4520
APY.N,1010
APYX.O,3510
AQ.A,0
AQ.N,4530
AQB.O,1510
AQMS.O,1510
AQN.N,5510
AQQ.A,6010
AQST.O,3520
AQUA.N,5510
AQXP.O,3520
AR.N,1010
ARA.N,3510
ARAV.O,3520
ARAY.O,3510
ARB.N,0
ARC.N,2020
ARCB.O,2030
ARCC.O,4020
ARCE.O,2530
ARCH.N,1010
ARCI.O,2550
ARCO.N,2530
ARCP.O,6010
ARCPP.O,6010
ARCT.O,3520
ARCW.O,2010
ARCX.N,1010
ARD.N,3020
ARDM.O,3520
ARDNA.O,0
ARDS.O,3520
ARDX.O,3520
ARE.N,6010
ARE_D.N,6010
ARE_E.N,6010
AREC.O,1010
ARES.N,4020
ARES_A.N,4020
AREX.O,1010
ARG.N,1510
ARGO.N,4030
ARGS.O,3520
ARGX.O,3520
ARH_C.N,4030
ARI.N,4020
ARI_A.N,4020
ARI_C.N,4020
ARIA.O,3520
ARII.O,2010
ARIS.O,4510
ARKR.O,2530
ARL.N,6010
ARLO.N,4520
ARLO_V.N,4520
ARLP.O,1010
ARLZ.O,3520
ARMH.O,4530
ARMK.N,2530
ARMO.O,3520
ARMP.A,3520
ARNA.O,3520
ARNC.N,1510
ARNC_.A,1510
ARNC_B.N,1510
ARO.N,2550
AROC.N,1010
AROW.O,4010
ARP.N,1010
ARP_D.N,1010
ARP_E.N,1010
ARPI.N,6010
ARPO.O,3520
ARQL.O,3520
ARR.N,4020
ARR_A.N,4020
ARR_B.N,4020
ARRY.O,3520
ART.N,0
ARTC.O,0
ARTNA.O,5510
ARTW.O,4520
ARTX.O,2010
ARUN.O,4520
ARVN.O,3520
ARW.N,4520
ARWA.O,4020
ARWAU.O,4020
ARWR.O,3520
ARX.N,0
ARYA.O,4020
ARYAU.O,4020
ASB.N,4010
ASB_B.N,4010
ASB_C.N,4010
ASB_D.N,4010
ASB_E.N,4010
ASBB.O,4010
ASBI.O,4010
ASC.N,1010
ASCA.O,0
ASCMA.O,2530
ASEI.O,2010
ASFC.O,4010
ASFI.O,4020
ASGN.N,2020
ASGN.O,2020
ASH.N,1510
ASI.N,0
ASIA.O,0
ASIX.N,1510
ASLN.O,3520
ASM.A,1510
ASMB.O,3520
ASMI.O,4530
ASML.O,4530
ASNA.O,2550
ASND.O,3520
ASPN.N,1010
ASPS.O,6010
ASPU.O,2530
ASPX.O,3520
ASR.N,2030
ASRT.O,3520
ASRV.O,4010
AST.A,3520
ASTC.O,2010
ASTE.O,2010
ASTI.O,2010
ASTX.O,0
ASUR.O,4510
ASV.O,2010
ASX.N,4530
ASX_V.N,4530
ASYS.O,4530
AT.N,5510
ATACU.O,3010
ATAI.O,2530
ATAX.O,4010
ATE.N,4530
ATEA.O,4510
ATEC.O,3510
ATEN.N,4510
ATGE.N,2530
ATH.N,4020
ATHE.O,3520
ATHL.N,1010
ATHM.N,4510
ATHN.O,3510
ATHX.O,3520
ATI.N,1510
ATIF.O,2020
ATIS.O,2020
ATKR.N,2010
ATL.A,1510
ATLC.O,4020
ATLO.N,4010
ATLO.O,4010
ATLS.N,1010
ATMI.O,0
ATML.O,4530
ATNI.A,5010
ATNI.O,5010
ATNM.A,3520
ATNX.O,3520
ATNY.O,2010
ATO.N,5510
ATOM.O,4520
ATOS.O,3510
ATR.N,1510
ATRA.O,3520
ATRC.O,3510
ATRI.O,3510
ATRM.O,4530
ATRO.O,2010
ATRS.O,3510
ATSG.O,2030
ATTO.N,2020
ATTU.O,4510
ATU.N,2010
ATUS.N,5020
ATUS_V.N,5020
ATV.N,2550
ATVI.O,5020
ATW.N,1010
ATX.O,0
ATXI.O,3520
AU.N,1510
AUBN.O,4010
AUDC.O,4520
AUG.A,1510
AUMN.A,1510
AUO.N,4520
AUPH.O,3520
AUQ.N,1510
AUTL.O,3520
AUTO.O,4510
AUXL.O,3520
AUY.N,1510
AV.N,4030
AVA.N,5510
AVAL.N,4010
AVAV.O,2010
AVB.N,6010
AVCA.O,0
AVCO.O,3510
AVD.N,1510
AVDL.O,3520
AVDR.O,3510
AVEO.O,3520
AVG.N,4510
AVGO.O,4530
AVGR.O,3510
AVH.N,2030
AVHI.O,6010
AVI.N,4030
AVID.O,4520
AVIV.N,0
AVL.A,1510
AVLR.N,4510
AVM.A,3520
AVNR.O,3520
AVNS.N,3510
AVNU.O,4020
AVNW.O,4520
AVOL.N,2530
AVP.N,3030
AVRO.O,3520
AVT.O,4520
AVTR.N,3510
AVTR_A.N,3510
AVX.N,4520
AVXL.N,3520
AVXL.O,3520
AVXS.O,3520
AVY.N,1510
AVYA.N,4510
AWAY.O,2550
AWC.N,1510
AWH.N,4030
AWI.N,2010
AWK.N,5510
AWR.N,5510
AWRE.O,4520
AWSM.O,4520
AWX.A,2020
AX.N,4010
AXAR.O,4020
AXARU.O,4020
AXAS.O,1010
AXDX.O,3520
AXE.N,4520
AXGN.O,3510
AXGT.O,3520
AXL.N,2510
AXLA.O,3520
AXLL.N,1510
AXN.A,3520
AXNX.O,3510
AXP.N,4020
AXPW.O,2010
AXR.N,2020
AXS.N,4030
AXS_C.N,4030
AXS_D.N,4030
AXS_E.N,4030
AXSM.O,3520
AXTA.N,1510
AXTI.O,4530
AXU.A,1510
AXX.A,1510
AY.O,5510
AYI.N,2010
AYR.N,2010
AYTU.O,3510
AYX.N,4510
AZC.A,0
AZK.A,0
AZN.N,3520
AZO.N,2550
AZPN.O,4510
AZRE.N,5510
AZRX.O,3520
AZUL.N,2030
AZUR.O,1010
AZZ.N,2010
B.N,2010
BA.N,2010
BAA.A,1510
BABA.N,4510
BABY.O,3510
BAC.N,4010
BAC_A.N,4010
BAC_B.N,4010
BAC_C.N,4010
BAC_D.N,4010
BAC_E.N,4010
BAC_I.N,4010
BAC_K.N,4010
BAC_L.N,4010
BAC_W.N,4010
BAC_Y.N,4010
BAC_Z.N,4010
BAGL.O,2530
BAH.N,4510
BALT.N,2030
BAM.N,6010
BAMM.O,2550
BANC.N,4010
BANC.O,4010
BANC_C.N,4010
BANC_D.N,4010
BANC_E.N,4010
BAND.O,4510
BANF.O,4010
BANFP.O,4010
BANR.O,4010
BANX.O,4020
BAP.N,4010
BAS.N,1010
BASI.O,3520
BATRA.O,5020
BATRK.O,5020
BAX.N,3510
BB.N,4520
BBBY.O,2550
BBCP.O,2010
BBD.N,4010
BBDC.N,4020
BBDO.N,4010
BBEP.O,1010
BBEPP.O,1010
BBGI.O,5020
BBL.N,1510
BBLU.O,5510
BBNK.O,4010
BBOX.O,4520
BBRG.O,2530
BBSI.O,2020
BBT.N,4010
BBT_D.N,4010
BBT_E.N,4010
BBT_F.N,4010
BBT_G.N,4010
BBT_H.N,4010
BBU.N,2010
BBVA.N,4010
BBW.N,2550
BBX.N,6010
BBY.N,2550
BC.N,2520
BCACU.O,4020
BCBP.O,4010
BCC.N,1510
BCDS.O,4530
BCE.N,5010
BCEI.N,1010
BCH.N,4010
BCLI.O,3520
BCML.O,4010
BCO.N,2020
BCOM.O,5010
BCOR.O,4510
BCOV.O,4510
BCOW.O,4010
BCPC.O,1510
BCR.N,3510
BCRH.N,4030
BCRX.O,3520
BCS.N,4010
BCS_.N,4010
BCS_A.N,4010
BCS_C.N,4010
BCS_D.N,4010
BCSB.O,0
BCSF.N,4020
BCTF.O,4010
BCV_A.A,0
BCYC.O,3520
BDBD.O,3020
BDC.N,4520
BDC_B.N,4520
BDGE.N,4010
BDGE.O,4010
BDL.A,2530
BDMS.O,3510
BDN.N,6010
BDN_E.N,6010
BDR.A,4520
BDSI.O,3520
BDSIU.O,3520
BDX.N,3510
BDXA.N,3510
BE.N,2010
BEAM.N,0
BEAT.O,3510
BEAV.O,2010
BEBE.O,2550
BECN.O,2010
BEDU.N,2530
BEE.N,6010
BEER.O,2530
BEL.N,2530
BELFA.O,4520
BELFB.O,4520
BEN.N,4020
BEP.N,5510
BERK.O,4010
BERY.N,1510
BEST.N,2030
BETR.N,3010
BF_A.N,3020
BF_B.N,3020
BFAM.N,2530
BFC.O,4010
BFIN.O,4010
BFL.O,0
BFLY.O,0
BFR.N,4010
BFRA.O,3520
BFS.N,6010
BFS_C.N,6010
BFS_D.N,6010
BFST.O,4010
BG.N,3020
BGC.N,2010
BGCP.O,4020
BGCPV.O,4020
BGE_B.N,0
BGFV.O,2550
BGG.N,2010
BGI.A,2520
BGMD.O,3520
BGNE.O,3520
BGS.A,3020
BGS.N,3020
BGSCU.O,0
BGSF.A,2020
BH.N,2530
BH_A.N,2530
BHAC.O,4020
BHACU.O,4020
BHAT.O,2520
BHB.A,4010
BHBK.O,4010
BHC.N,3520
BHE.N,4520
BHF.O,4030
BHFAP.O,4030
BHGE.N,1010
BHLB.N,4010
BHLB.O,4010
BHP.N,1510
BHR.N,6010
BHR_B.N,6010
BHR_D.N,6010
BHTG.O,2020
BHVN.N,3520
BID.N,2530
BIDU.O,4510
BIG.N,2550
BIIB.O,3520
BILI.O,5020
BIMI.O,2010
BIND.O,3520
BIO.N,3520
BIO_B.N,3520
BIOA.N,1510
BIOA_U.N,1510
BIOC.O,3520
BIOL.O,3510
BIOS.O,3510
BIOX.A,4020
BIP.N,5510
BIQI.O,4040
BIR_A.A,0
BIRPA.A,0
BIRT.O,4510
BITA.N,4510
BITI.O,3520
BIVV.O,3520
BJ.N,3010
BJRI.O,2530
BK.N,4020
BK_C.N,4020
BKCC.O,4020
BKD.N,3510
BKE.N,2550
BKEP.O,1010
BKEPP.O,1010
BKH.N,5510
BKI.N,4510
BKJ.A,4010
BKMU.O,4010
BKNG.O,2550
BKOR.O,4010
BKR.A,0
BKS.N,2550
BKSC.O,4010
BKTI.A,2540
BKU.N,4010
BKW.N,2530
BKYF.N,4010
BKYF.O,4010
BKYI.O,4510
BL.O,4510
BLBD.O,1510
BLC.N,0
BLCM.O,3520
BLD.N,2520
BLDP.O,2510
BLDR.O,2010
BLFS.O,3510
BLIN.O,4510
BLK.N,4020
BLKB.O,4510
BLL.N,1510
BLMN.O,2530
BLMT.O,4010
BLNK.O,2550
BLOX.N,4510
BLPH.O,3510
BLRX.O,3520
BLT.N,2010
BLUE.O,3520
BLVD.O,4020
BLX.N,4010
BMA.N,4010
BMC.O,0
BMCH.O,2010
BMI.N,4520
BMJ.A,0
BML_G.N,4010
BML_H.N,4010
BML_I.N,4010
BML_J.N,4010
BML_L.N,4010
BMO.N,4010
BMR.N,6010
BMRA.O,3520
BMRC.O,4010
BMRN.O,3520
BMS.N,1510
BMTC.O,4010
BMTI.O,0
BMY.N,3520
BNCL.O,4010
BNCN.O,4010
BNED.N,2550
BNFT.O,4510
BNGO.O,3520
BNGOU.O,3520
BNK.N,4010
BNN.A,6010
BNNY.N,3020
BNS.N,4010
BNSO.O,4520
BNTC.O,3520
BOBE.O,2530
BOCH.N,4010
BOCH.O,4010
BODY.O,2550
BOH.N,4010
BOJA.O,2530
BOKF.O,4010
BOLD.O,3520
BOMN.O,6010
BONA.O,5020
BONT.O,2550
BOOM.O,2010
BOOT.N,2550
BORN.N,3020
BOSC.O,4520
BOTJ.N,4010
BOTJ.O,4010
BOVA.O,0
BOX.N,4510
BOXC.N,6010
BOXL.O,4520
BP.N,1010
BPA.A,3520
BPFH.O,4010
BPFHP.O,4010
BPL.N,1010
BPMC.O,3520
BPMP.N,1010
BPMX.A,3520
BPO.N,0
BPOP.O,4010
BPR.O,6010
BPRAP.O,6010
BPRN.O,4010
BPT.N,1010
BPTH.O,3520
BPY.O,6010
BPYPP.O,6010
BPZ.N,1010
BR.N,4510
BRAC.O,5020
BRACU.O,5020
BRC.N,2010
BRCD.O,4520
BRCM.O,4530
BRD.A,0
BRDR.O,4510
BRE.N,0
BREW.O,3020
BRFS.N,3020
BRG.A,6010
BRG_A.A,6010
BRG_C.A,6010
BRG_D.A,6010
BRID.O,3020
BRK_A.N,4030
BRK_B.N,4030
BRKL.O,4010
BRKR.O,3520
BRKS.O,4530
BRLI.O,3510
BRN.A,1010
BRO.N,4030
BROG.O,4020
BROGU.O,4020
BRP.N,2520
BRPA.O,4020
BRPAU.O,4020
BRPM.N,4020
BRPM_U.N,4020
BRQS.O,4520
BRS.N,1010
BRSS.N,2010
BRT.N,4020
BRX.N,6010
BRY.N,0
BRY.O,1010
BSAC.N,4010
BSBR.N,4010
BSET.O,2520
BSF.O,4010
BSFT.O,4510
BSGM.O,3510
BSI.N,3010
BSIG.N,4020
BSM.N,1010
BSMX.N,4010
BSPM.O,3520
BSQR.O,4510
BSRR.O,4010
BSTC.O,3520
BSTG.O,3520
BSVN.O,4010
BSX.N,3510
BT.N,5010
BTAI.O,3520
BTC.A,4010
BTC_U.A,4010
BTE.N,1010
BTG.A,1510
BTH.N,2520
BTI.N,3020
BTN.A,5020
BTU.N,1010
BTU_.A,1010
BTUI.O,4530
BTX.A,3520
BUD.N,3020
BUFF.O,3010
BUR.O,1510
BURG.O,2530
BURL.N,2550
BUSE.O,4010
BV.N,2020
BV.O,4510
BVA.O,4010
BVN.N,1510
BVSN.O,4510
BVXV.O,3520
BW.N,2010
BWA.N,2510
BWAY.O,3510
BWB.O,4010
BWEN.O,2010
BWFG.O,4010
BWL_A.A,2530
BWLD.O,2530
BWMC.O,4020
BWMCU.O,4020
BWP.N,1010
BWXT.N,2010
BX.N,4020
BXC.N,2010
BXE.A,1010
BXE.N,1010
BXG.N,2530
BXLT.N,3520
BXMT.N,6010
BXP.N,6010
BXP_B.N,6010
BXS.N,4010
BY.N,4010
BYBK.O,4010
BYD.N,2530
BYFC.O,4010
BYI.N,2530
BYLK.N,4010
BYLK.O,4010
BYND.O,3020
BYSI.O,3520
BZ.N,0
BZC.A,2010
BZH.N,2520
BZT.N,2520
BZUN.O,4510
C.N,4010
C_C.N,4010
C_J.N,4010
C_K.N,4010
C_L.N,4010
C_P.N,4010
C_S.N,4010
CA.N,4510
CA.O,4510
CAA.N,2520
CAAP.N,2030
CAAS.O,2510
CAB.N,2550
CABO.N,5020
CAC.A,4010
CAC.O,4010
CACB.O,4010
CACC.O,4020
CACGU.O,0
CACH.O,2550
CACI.N,4510
CACQ.O,2530
CADC.O,1510
CADE.N,4010
CADTU.O,4020
CADX.O,0
CAE.N,2010
CAFD.O,1010
CAFI.O,0
CAG.N,3020
CAH.N,3510
CAI.N,2010
CAI_A.N,2010
CAI_B.N,2010
CAJ.N,4520
CAKE.O,2530
CAL.N,2550
CALA.O,3520
CALD.O,4510
CALI.O,2550
CALL.O,5010
CALM.O,3020
CALX.N,4520
CAM.N,1010
CAMB.O,4020
CAMBU.O,4020
CAMP.O,4520
CAMT.O,4530
CANF.A,3520
CANG.N,4510
CAPL.N,1010
CAPR.O,3520
CAR.O,2030
CARA.O,3520
CARB.O,4510
CARE.O,4010
CARG.O,4510
CARO.N,4010
CARO.O,4010
CARS.N,2550
CART.O,4010
CARV.O,4010
CAS.N,1510
CASA.O,4520
CASC.N,2010
CASC.O,3520
CASH.O,4010
CASI.O,3520
CASM.O,3510
CASS.O,4510
CASY.O,3010
CAT.N,2010
CATB.O,3520
CATC.O,4010
CATM.O,4020
CATO.N,2550
CATS.O,3510
CATY.O,4010
CAVM.O,4530
CAZA.O,0
CB.N,4030
CBAN.O,4010
CBAT.O,4520
CBAY.O,3520
CBB.N,5010
CBB_B.N,5010
CBD.N,3010
CBDE.O,0
CBEY.O,0
CBF.O,4010
CBFV.N,4010
CBFV.O,4010
CBI.N,2010
CBIO.O,3520
CBK.N,2550
CBL.N,6010
CBL_D.N,6010
CBL_E.N,6010
CBLI.O,3520
CBLK.O,4510
CBM.N,3520
CBMB.O,4010
CBMG.O,3520
CBMX.O,3520
CBNJ.O,4010
CBNK.O,4010
CBNR.A,1010
CBPI.A,3030
CBPO.O,3520
CBPX.N,2010
CBR.N,4510
CBRE.N,6010
CBRL.O,2530
CBS.N,5020
CBS_A.N,5020
CBS_Z.N,5020
CBSH.O,4010
CBSHP.O,4010
CBST.O,3520
CBT.N,1510
CBTX.O,4010
CBU.N,4010
CBUS.O,3020
CBZ.N,2020
CC.N,1510
CCB.O,4010
CCBG.O,4010
CCC.N,4510
CCC_U.N,4020
CCCL.O,2010
CCE.N,3020
CCEP.N,3020
CCF.A,1510
CCFG.N,0
CCFI.O,0
CCG.N,6010
CCG_A.N,6010
CCH.N,4020
CCH_U.N,4020
CCI.N,6010
CCI_A.N,6010
CCIH.O,4510
CCIX.O,0
CCJ.N,1010
CCK.N,1510
CCL.N,2530
CCLP.O,1010
CCM.N,3510
CCMP.O,4530
CCN.O,4020
CCNE.O,4010
CCNI.O,2020
CCO.N,2540
CCOI.O,5010
CCP.N,6010
CCR.N,1010
CCRC.O,2020
CCRN.O,3510
CCS.N,2520
CCSC.N,2530
CCT.N,6010
CCU.N,3020
CCUR.O,4520
CCXI.O,3520
CDAY.N,4510
CDE.N,1510
CDEV.O,4020
CDI.N,2020
CDK.O,4510
CDLX.O,4510
CDMO.O,3520
CDMOP.O,3520
CDNA.O,3520
CDNS.O,4510
CDOR.A,6010
CDORO.O,6010
CDORP.O,6010
CDR.N,6010
CDR_B.N,6010
CDR_C.N,6010
CDRB.O,4510
CDTI.O,1510
CDTX.O,3520
CDVI.N,1010
CDW.O,4520
CDXC.O,3520
CDXS.O,3520
CDY.A,1510
CDZI.O,5510
CE.N,1510
CEA.N,2030
CEB.N,2020
CEC.N,0
CECE.O,2020
CECO.O,2530
CEDC.O,0
CEDU.O,0
CEF.A,4020
CEG.N,0
CEI.A,1010
CEIX.N,1010
CEL.N,5010
CELC.O,3510
CELG.O,3520
CELH.O,3010
CELP.N,2020
CEMI.O,3510
CENT.O,3030
CENTA.O,3030
CENX.O,1510
CEO.N,1010
CEPH.O,0
CEPU.N,5510
CEQP.N,1010
CERC.O,3520
CERCU.O,3520
CERE.O,1010
CERN.O,3510
CERPQ.O,1510
CERS.O,3510
